Product_code,Vendor_code,Name,Retail_price,Base_unit,Country_of_Origin,Size,ABV
1177,AF Brew,AF Brew Grejp Pil Seshn: Sauer Sajd,520.0,Liters,Russia,1.0,4.7
1269,AF Brew,AF Brew Zimnjaja Melanholija Barrel,720.0,Liters,Russia,1.0,10.3
586,AF Brew,AF Brew Zimnjaja Melanholija Coffee + Vanilla / baltic porter / 7.5%,600.0,Liters,Russia,1.0,5.5
144,AF Brew,"AF Brew Zimnjaja Melanholija Coffee + Vanilla / baltic porter / 7.5% / 0,but.",280.0,Pieces,Russia,0.33,10.3
3936,AF Brew,AF Brew Its Over 9000! 3.0 0.33,300.0,Pieces,Russia,0.33,7.0
3935,AF Brew,AF Brew Its Over 9000! 3.0 Barrel,640.0,Liters,Russia,1.0,7.0
3938,AF Brew,AF Brew Its Over 9000! 4 0.33,300.0,Pieces,Russia,0.33,7.0
3937,AF Brew,AF Brew Its Over 9000! 4.0 Barrel,640.0,Liters,Russia,1.0,7.0
2482,AF Brew,AF Brew Kupola end Pastila Barrel,600.0,Liters,Russia,1.0,10.0
1441,AF Brew,"AF Brew Lobotomija 0,33",550.0,Pieces,Russia,0.33,12.8
3934,AF Brew,AF Brew Lobotomija 3 0.33,650.0,Pieces,Russia,0.33,12.8
2085,AF Brew,AF Brew Melanholija Serotonin Syndrome / RIS / 0.33,300.0,Pieces,Russia,0.33,10.3
3941,AF Brew,AF Brew Mul'timikrodots Barrel,600.0,Liters,Russia,1.0,3.0
648,AF Brew,"AF Brew Med Ti Pati / 5,8%",800.0,Liters,Russia,1.0,5.8
2146,AF Brew,AF Brew Neodekadens Bottle,330.0,Pieces,Russia,0.33,11.5
3174,AF Brew,AF Brew Overnajt Oatmil nefil'trovannyj neosvetlennyj,330.0,Pieces,Russia,0.5,7.0
1647,AF Brew,AF Brew Old Sparki BA Barrel,680.0,Liters,Russia,1.0,10.0
1646,AF Brew,AF Brew Rednek Ale Barrel,560.0,Liters,Russia,1.0,7.0
1825,AF Brew,"AF Brew Rednek Ale Sweat, Tears And Swamp Dew / Imp Gose / 7% / 0.but",250.0,Pieces,Russia,0.33,7.0
1648,AF Brew,AF Brew Redram Barrel,560.0,Liters,Russia,1.0,8.8
585,AF Brew,"AF Brew svetlyj Ale Motueka / Double IPA / 5.5% / 0,but.",240.0,Pieces,Russia,0.33,5.5
2148,AF Brew,AF Brew Sjurrealizm Barrel,560.0,Liters,Russia,1.0,5.7
4917,AF Brew,AF Brew Fri Ajdenshial Strendzhers: EjchBiSi 472 nepasterizovannoe nefil'trovanno,640.0,Liters,Russia,1.0,7.5
1645,AF Brew,AF Brew Hentaj nepasterizovannoe nefil'trovannoe neosvetlennogo svet,520.0,Liters,Russia,1.0,5.9
1744,AF Brew,AF Brew Hip Hop Milk Barrel 30L,560.0,Liters,Russia,1.0,5.5
649,AF Brew,"AF Brew Hip Hop Milk Hip-Hop Milk / ZAGOVOR Can / pale ale / 5,5% / 0,5 but.",300.0,Pieces,Russia,0.5,5.5
1826,AF Brew,AF Brew Hoppi Serf Generation Snowflake / Session Ale / 5.3% / 0.5 but,280.0,Pieces,Russia,0.5,5.3
330,AF Brew,AF Brew/CRAK / Fruit Sour IPA / fruit beer / 7.5%,880.0,Liters,Russia,1.0,7.5
3608,AF Brew,AF x XP - Million Minutes of Nothing / Wild Ale BA Wine 0.375,420.0,Pieces,Russia,0.375,4.5
3610,AF Brew,AF x XP - Million Minutes on Cloudberry / Wild Ale BA Wine 0.375,560.0,Pieces,Russia,0.375,4.5
3609,AF Brew,AF x XP - Million Minutes on Raspberry / Wild Ale BA Wine 0.375,460.0,Pieces,Russia,0.375,4.5
4403,AF Brew,AF old,,,Russia,,
3731,35K,Against The Grain 35K 0.473,750.0,Pieces,USA,0.473,7.0
3729,35K,Against The Grain Brewery,,,USA,,
3730,35K,Against The Grain Brewery London Balling 0.473,1400.0,Pieces,USA,0.473,12.5
3873,,Alebrowar Afterparty B-Day Recovery IPA 0.5,420.0,Pieces,Poland,0.5,2.1
3872,,Alebrowar Easy Pale Ale DDH Mosaic 0.5,450.0,Pieces,Poland,0.5,3.6
3871,,Alebrowar Herr Axolotl 0.5,440.0,Pieces,Poland,0.5,3.8
3870,,Alebrowar New England DDH DIPA 0.5,530.0,Pieces,Poland,0.5,8.9
4476,,Alefarm Family First 0.44,750.0,Pieces,Denmark,0.44,8.0
2626,,"Alefarm Farmscape 0,375",950.0,Pieces,Denmark,0.375,6.0
2621,,Alefarm Light Wave Barrel,1040.0,Liters,Denmark,1.0,6.5
2615,,Alefarm Monstera Barrel1,1040.0,Liters,Denmark,1.0,7.5
4480,,Alefarm Summer Lotus 0.44,700.0,Pieces,Denmark,0.44,5.5
4466,,Alefarm Uncrowned King 0.44,750.0,Pieces,Denmark,0.44,8.0
2475,,Alesmith,,,USA,,
2476,,"Alesmith Orange X Pale Ale 0,355",750.0,Pieces,USA,0.355,5.25
1276,Mikkeller,"Alexander & Mikkeller The Beer of Milk & Honey / imperial stout / 8,4% / 0,33",400.0,Pieces,Israel,0.33,8.4
1275,,"Alexander Black / porter / 7% / 0,33",350.0,Pieces,Israel,0.33,7.0
3976,Zavod,Almagaver x Zavod - Black Paradise 0.33,350.0,Pieces,Russia,0.33,5.5
3975,Zavod,Almagaver x Zavod - Black Paradise Barrel30,960.0,Liters,Russia,1.0,5.5
3566,Almogaver,Almogaver Hop'N'Roll DIPA 0.33,380.0,Pieces,Spain,0.33,8.5
3558,Almogaver,Almogaver Hop'N'Roll DIPA Barrel30,920.0,Liters,Spain,1.0,8.5
3567,Almogaver,Almogaver Wakanda Bourbon BA 0.33,440.0,Pieces,Spain,0.33,10.0
3522,Alvinne,Alvinne #1000 Abrikoos 0.33,700.0,Pieces,Belgium,0.33,6.7
3145,Alvinne,Alvinne Berliner Framboos 0.33,530.0,Pieces,Belgium,0.33,4.0
1520,Alvinne,Alvinne Cuvee d Erpigny Pedro Ximenez 0.33,650.0,Pieces,Belgium,0.33,12.2
399,Alvinne,Alvinne Cuvée d’Erpigny Sauternes BA 0.33,780.0,Pieces,Belgium,0.33,12.2
1175,Alvinne,"Alvinne Cuvee de Mortagne / quad / 12,8% / 0,33",600.0,Pieces,Belgium,0.33,12.8
4549,Alvinne,Alvinne Cuvée De Mortagne 0.33,850.0,Pieces,Belgium,0.33,12.8
3519,Alvinne,Alvinne Cuvee De Mortagne Jerez De La Frontera Barrel20,1600.0,Liters,Belgium,1.0,12.8
2868,Alvinne,Alvinne Cuvée de Mortagne Virgin Oak 0.75,2850.0,Pieces,Belgium,0.75,12.8
2718,Alvinne,"Alvinne Cuvee D'Erepigny 0,33",,Pieces,Belgium,,
398,Alvinne,"Alvinne Cuvée Freddy / sour red/brown / 8% / 0,but.",650.0,Pieces,Belgium,0.33,8.0
3143,Alvinne,Alvinne Cuvee Freddy 0.33,700.0,Pieces,Belgium,0.33,8.0
2682,Alvinne,Alvinne Cuvée Freddy Barrel 20L,1200.0,Liters,Belgium,1.0,8.0
3163,Alvinne,Alvinne Cuvee Freddy Bosbes Barrel20,1600.0,Liters,Belgium,1.0,8.0
402,Alvinne,"Alvinne Cuvee Sofie / sour/wild ale / 8% /  0,but,",600.0,Pieces,Belgium,0.33,8.0
3144,Alvinne,Alvinne Cuvee Sofie 0.33,700.0,Pieces,Belgium,0.33,8.0
1686,Alvinne,Alvinne Cuvee Sofie Rabarber /Kuve Sofi Rabarber,1400.0,Liters,Belgium,1.0,8.0
2072,Alvinne,Alvinne Fred Meets Freddy,1400.0,Pieces,Belgium,0.5,8.0
173,Alvinne,"Alvinne Ich Bin Ein Berliner Framboos / berliner weisse / 4% / 0,but.",550.0,Pieces,Belgium,0.33,4.0
1399,Alvinne,"Alvinne Kerasus 20/ 6% / 0,33",650.0,Pieces,Belgium,0.33,6.0
172,Alvinne,"Alvinne Kerasus 20/ sour ale / 6% / 0,/ but",550.0,Pieces,Belgium,0.33,6.0
3162,Alvinne,Alvinne Made To Rest Barrel20,1800.0,Liters,Belgium,1.0,8.0
3523,Alvinne,Alvinne Morpheus Vintage Blend 0.33,720.0,Pieces,Belgium,0.33,6.0
3146,Alvinne,Alvinne Omega 0.33,410.0,Pieces,Belgium,0.33,6.0
3147,Alvinne,Alvinne Phi 0.33,410.0,Pieces,Belgium,0.33,8.0
2869,Alvinne,Alvinne Rondje Goesting 0.33,450.0,Pieces,Belgium,0.33,3.8
2870,Alvinne,Alvinne Sour'ire de Mortagne 0.33,780.0,Pieces,Belgium,0.33,11.0
2074,Alvinne,Alvinne Sour'ire de Mortagne Barrel 58 0.5,3100.0,Pieces,Belgium,0.5,11.0
2723,Alvinne,Alvinne Sour'ire De Mortagne Kriek 20L,1400.0,Liters,Belgium,1.0,8.0
2234,Alvinne,Alvinne Sour'ire de Mortagne Smoked Pineapple 11% Barrel,1400.0,Liters,Belgium,1.0,11.0
2893,Alvinne,Alvinne Une Belle Histoire 0.33,450.0,Pieces,Belgium,0.33,5.5
1310,Alvinne,"Alvinne Wild West Blackthorn Edition / sour/wild ale / 6% / 0,33",900.0,Pieces,Belgium,0.33,6.0
400,Alvinne,"Alvinne Wild West Grape Edition / sour/wild ale / 6% / 0,but.",650.0,Pieces,Belgium,0.33,6.0
401,Alvinne,"Alvinne Wild West Kriek Framboos Oak Aged 0,33",850.0,Pieces,Belgium,0.33,6.0
1309,Alvinne,"Alvinne Wild West Plum Edition / sour/wild ale / 6% / 0,33",750.0,Pieces,Belgium,0.33,6.0
1308,Alvinne,"Alvinne Wild West Sauternes Edition / sour/wild ale / 6% / 0,33",500.0,Pieces,Belgium,0.33,6.0
1842,Alvinne,Alvinne Kjuve Freddi/Cuvee Freddy OA Barrel,1280.0,Liters,Belgium,20.0,8.0
1843,Alvinne,Alvinne Fi/Phi Barrel,1120.0,Liters,Belgium,20.0,8.0
1962,Amager,Amager Arctic SunStone / APA,600.0,Pieces,Denmark,0.5,6.0
2386,Amager,Amager Cristopher The Crimson Crooner 11%,1150.0,Pieces,Denmark,0.5,11.0
1966,Amager,Amager Darkest of Suns / Dark Saison,630.0,Pieces,Denmark,0.5,6.5
1965,Amager,Amager Hr. Frederiksen / RIS,750.0,Pieces,Denmark,0.5,10.5
2387,Amager,Amager Maureen The Maverick Moonshiner 12%,1150.0,Pieces,Denmark,0.5,12.0
1964,Amager,Amager Sigtebroad / IPA,650.0,Pieces,Denmark,0.5,6.8
1963,Amager,Amager Todd - The Axe Man / IPA,650.0,Pieces,Denmark,0.5,6.5
2389,Amager,"Amager Todd - The Axe Man IPA 6,5% Barrel",960.0,Liters,Denmark,1.0,6.5
1439,Bakunin,AMBROSIA / BAKUNIN ingria Hibiscus Mordovic sour BA 5%,480.0,Liters,Russia,1.0,5.8
810,Bottle Share,Ambrosia / Bottle Share Coconut Bay Milk Stout,480.0,Liters,Russia,1.0,7.0
1504,Bottle Share,ambrosia / Bottle Share Peachollina Barrel,480.0,Liters,Russia,1.0,4.8
1307,Velka Morava,AMBROSIA / Velka Morava Mysterious Island / NEIPA,480.0,Liters,Russia,1.0,8.0
1688,Stamm Beer,AMBROSIA STAMM Beer Hop Dealer Barrel,480.0,Liters,Russia,1.0,9.0
4411,,Ame Wild Freaks Le Grange 0.75,700.0,Pieces,Russia,0.75,7.0
3742,,Ame Wild Freaks Shine Bright 0.3,400.0,Pieces,Russia,0.3,7.0
2747,,Americano lemonade,450.0,Pieces,Russia,,
2066,,Amundsen,,,Norway,,
2071,,Amundsen Apacalyptic Thunder Juice,420.0,Pieces,Norway,0.33,6.5
2033,,Amundsen Apacalyptic Thunder Juice/APAkaljutik Tander Dzhus,960.0,Liters,Norway,1.0,6.5
3408,,Amundsen Apocalyptic Thunder Juice 0.33,480.0,Pieces,Norway,0.33,6.5
2998,,Amundsen BERRY ENCHANTRESS 0.44,700.0,Pieces,Norway,0.44,6.5
3820,,Amundsen Cherry Enchantress 0.44,700.0,Pieces,Norway,0.44,6.5
2361,,"Amundsen Chocolate Mud Cake 11,5%",1400.0,Liters,Norway,1.0,11.5
2068,,Amundsen Chuggernaut 4.7%,400.0,Pieces,Norway,0.33,4.7
2997,,Amundsen Chuggernaut 4.7% 0.44,620.0,Pieces,Norway,0.44,4.7
3819,,Amundsen Cookie Monster Bourbon BA 0.33,820.0,Pieces,Norway,0.33,12.0
3818,,Amundsen Cookie Monster Bourbon BA Barrel20,1480.0,Liters,Norway,1.0,12.0
4339,,Amundsen Cosmic Unicorn 0.44,700.0,Pieces,Norway,0.44,6.5
3431,,Amundsen Dessert Chocolate Marshmellow 0.33,700.0,Pieces,Norway,0.33,10.5
2069,,Amundsen Dessert in a Can - Chocolate Marshmellow 11.5% / 0.33,650.0,Pieces,Norway,0.33,11.5
2070,,"Amundsen Dessert in a Can - Chocolate Mud Cake 11,5% / 0,33",650.0,Pieces,Norway,0.33,11.5
2245,,"Amundsen Dessert In a Can - Pecan & Maple Pie 11,5% / 0,33",650.0,Pieces,Norway,0.33,11.5
3133,,Amundsen Dessert in A Can Barrel2sht?,1400.0,Liters,Norway,1.0,10.5
2241,,Amundsen Dessert in a Can Chocolate Marshmallow Barrel,1280.0,Liters,Norway,1.0,11.5
3409,,Amundsen Dessert Pecan & Mapple Pie 0.33,700.0,Pieces,Norway,0.33,10.5
4340,,Amundsen Double Apocalypse 0.33,530.0,Pieces,Norway,0.33,8.5
2712,,Amundsen Double Apocalypse 0.5,650.0,Pieces,Norway,0.44,8.5
3821,,Amundsen Eternal Crush 0.44,700.0,Pieces,Norway,0.44,6.5
4959,,Amundsen Fade To Green 0.44,750.0,Pieces,Norway,0.44,6.5
3726,,Amundsen Forbidden Fruit 0.44,680.0,Pieces,Norway,0.44,6.0
2714,,"Amundsen Head Rush 0,33",550.0,Pieces,Norway,0.33,5.7
2073,,Amundsen Hop Magic 7%,400.0,Pieces,Norway,0.33,7.0
2248,,"Amundsen Hopbliminal Messages NEIPA 5,3% / 0,33",480.0,Pieces,Norway,0.33,5.3
2067,,Amundsen Hopbliminimal Messages NEIPA 5.5%,400.0,Pieces,Norway,0.33,5.5
2717,,"Amundsen Hoptropolis 0,33",500.0,Pieces,Norway,0.33,9.0
3822,,Amundsen Incendiary Confusion 0.44,730.0,Pieces,Norway,0.44,7.5
2362,,"Amundsen Ink & Dagger 6,5%",1000.0,Liters,Norway,1.0,6.5
2249,,"Amundsen Ink & Dagger IPA 6,5% / 0,33",420.0,Pieces,Norway,0.33,6.5
2715,,"Amundsen Lorita 0,33",420.0,Pieces,Norway,0.33,4.7
2711,,Amundsen Luponic Plague 0.5,720.0,Pieces,Norway,0.44,7.0
4760,,Amundsen Lush Rasp & Lime Berliner 0.33,480.0,Pieces,Norway,0.33,5.3
3728,,"Amundsen Marshmallow Psycho BA 0,33",820.0,Pieces,Norway,0.33,12.0
2250,,"Amundsen Natural Born Chillers Session IPA 4,5% / 0,33",420.0,Pieces,Norway,0.33,4.5
2716,,"Amundsen Oceans 0,33",420.0,Pieces,Norway,0.33,6.6
3727,,Amundsen Pecan Psychosis BA 0.33,820.0,Pieces,Norway,0.33,12.0
3823,,Amundsen Pillars of Light - LEMON 0.44,700.0,Pieces,Norway,0.44,7.5
4550,,Amundsen Pillars of Light - PEACH 0.44,700.0,Pieces,Norway,0.44,7.5
4529,,Amundsen Port Barrel Aged Caramel Pecan Pie Barrel20,1480.0,Liters,Norway,1.0,10.5
2032,,Amundsen Rebel King/Rebel King,1360.0,Liters,Norway,1.0,8.5
2713,,Amundsen Space Tiger 0.5,650.0,Pieces,Norway,0.44,8.5
2996,,Amundsen Voodoo Headbanger 0.44,750.0,Pieces,Norway,0.44,8.0
3001,,Amundsen Voodoo Headbanger Barrel30L,1120.0,Liters,Norway,1.0,8.0
3148,,Amundsen Zygoat 0.33,700.0,Pieces,Norway,0.33,10.5
737,,Anchor,,,USA,,
3330,,Anchor,,,USA,,
3332,,Anchor California Lager 0.355,380.0,Pieces,USA,0.355,4.9
3325,,Anchor Go West IPA Barrel20,880.0,Liters,USA,1.0,6.7
739,,"Anchor Go West! / IPA / 6,7% / 0.355",450.0,Pieces,USA,0.355,6.7
3331,,Anchor Go West! IPA 0.355,380.0,Pieces,USA,0.355,6.7
740,,"Anchor Old Foghorn / barleywine / 8,2% / 0.355",600.0,Pieces,USA,0.355,9.4
2774,,Anchor Old Foghorn 0.355,570.0,Pieces,USA,0.355,9.4
3326,,Anchor Old Foghorn Barleywine Barrel20,1200.0,Liters,USA,1.0,10.0
738,,"Anchor Porter / porter / 5,6% / 0.355",450.0,Pieces,USA,0.355,5.6
2024,,"Andechs Weissbier Dunkel 5% 0,500",330.0,Pieces,USA,0.5,5.0
2025,,"Andechs Weissbier Hell 5.5% / 0,500",350.0,Pieces,USA,0.5,5.5
368,Anderson Valley,Anderson Valley,,,USA,,
3370,Anderson Valley,Anderson Valley,,,USA,,
421,Anderson Valley,Anderson Valley / Blood Orange Gose / 4% / Barrel l,720.0,Liters,USA,1.0,4.0
1342,Anderson Valley,"Anderson Valley Bahl Hornin’ Ee Tah! IPA / IPA / 0,355",270.0,Pieces,USA,0.355,7.5
1478,Anderson Valley,Anderson Valley Barrel-Aged G&T Gose / 6.5 % / 0.66 but,900.0,Pieces,USA,0.651,6.5
369,Anderson Valley,"Anderson Valley Blood Orange Gose / gose / 4,2% / 0,355 zh/b",270.0,Pieces,USA,0.355,4.2
3373,Anderson Valley,Anderson Valley Blood Orange Gose 0.355,350.0,Pieces,USA,0.355,4.2
4002,Anderson Valley,Anderson Valley Blood Orange Gose Barrel30,880.0,Liters,USA,1.0,4.2
1479,Anderson Valley,Anderson Valley Briney Melon Gose / 4.2% / 0.33l zh.b,320.0,Pieces,USA,0.355,4.2
3372,Anderson Valley,Anderson Valley Briney Melon Gose 0.355,350.0,Pieces,USA,0.355,4.2
4003,Anderson Valley,Anderson Valley Briney Melon Gose Barrel30,880.0,Liters,USA,1.0,4.2
3999,Anderson Valley,Anderson Valley Cherry Gose 0.355,350.0,Pieces,USA,0.355,4.2
3371,Anderson Valley,Anderson Valley Framboise Rose Gose 0.355,350.0,Pieces,USA,0.355,4.2
4004,Anderson Valley,Anderson Valley Framboise Rose Gose Barrel30,880.0,Liters,USA,1.0,4.2
4001,Anderson Valley,Anderson Valley Salted Caramel Porter Barrel30,960.0,Liters,USA,1.0,6.0
3998,Anderson Valley,"Anderson Valley The Kimmie, The Yink and The Holy Gose 0.355",350.0,Pieces,USA,0.355,4.2
426,Anderson Valley,"Anderson Valley the Kimmie, the Yink and the Holy Gose Ale / gose / 4,2% / 0,355 zh/b",270.0,Pieces,USA,0.355,4.2
4000,Anderson Valley,"Anderson Valley The Kimmie, The Yink and The Holy Gose Barrel",880.0,Liters,USA,1.0,4.2
5179,Anderson Valley,Anderson Valley Blad Orandzh Goze 30l,880.0,Liters,USA,1.0,4.2
5178,Anderson Valley,Anderson Valley Tropikal Hezi Sour 30l,880.0,Liters,USA,1.0,4.2
23,,Anker,,,Belgium,,
146,Anker,"Anker Carolus Classic / belgian strong ale / 8.5% / 0,but.",230.0,Pieces,Belgium,0.33,8.5
558,Anker,"Anker Cuvee Van De Keizer Blauw 20/ 11% / 3,0",3200.0,Pieces,Belgium,3.0,11.0
147,Anker,"Anker Gouden Carolus Cuvee Van De Keizer / belgian strong ale / 11% / 0,75 but.",650.0,Pieces,Belgium,0.75,11.0
671,,Anticipation bottling,,Liters,Belgium,,
1273,Cornish,Apple Cider Cornish Orchards,680.0,Liters,United Kingdom,1.0,4.5
180,Apple Spas,Apple Spas,,,Russia,,
327,Apple Spas,"Apple Spas / Varvars / cider / 5,5%",400.0,Liters,Russia,1.0,5.5
181,Apple Spas,"Apple Spas Poiret St. Anton / cider / 5.5% / 0,7 / but",350.0,Pieces,Russia,0.7,5.5
2397,Appleton,Appleton Cider Berry Flavored Barrel,520.0,Liters,Russia,1.0,4.5
2398,Appleton,Appleton Cider with apple flavor Barrel,520.0,Liters,Russia,1.0,4.5
3469,Appleton,Appleton x Atlas Meadery - Sticky Fingers Barrel30,680.0,Liters,Russia,1.0,4.9
2440,Araeta,"Araeta Sagardotegia Amalur Apple 6% 0,75",600.0,Pieces,Spain,0.75,6.0
485,,Ardenne,,,Belgium,,
486,Ardenne,"Ardenne Stout / stout / 8% / 0,but.",270.0,Pieces,Belgium,0.33,8.0
4416,,Arpus,,,Latvia,,
4417,Arpus,Arpus DDH Azacca IPA 0.33,350.0,Pieces,Latvia,0.33,7.0
4423,Arpus,Arpus DDH Citra BBC DIPA 0.33,380.0,Pieces,Latvia,0.33,8.5
4422,Arpus,Arpus DDH Citra BBC DIPA Barrel,960.0,Liters,Latvia,1.0,8.5
4419,Arpus,Arpus DDH Ella DIPA 0.33,380.0,Pieces,Latvia,0.33,8.5
4418,Arpus,Arpus DDH Mosaic Pale Ale 0.33,350.0,Pieces,Latvia,0.33,6.0
4420,Arpus,Arpus Triple Berry Gose 0.33,350.0,Pieces,Latvia,0.33,6.8
4421,Arpus,Arpus Triple Berry Gose Barrel,880.0,Liters,Latvia,1.0,6.8
1841,Aspall,Aspall Suffolk Perronelle's Blush,500.0,Pieces,United Kingdom,0.5,4.0
1422,Aspall,Aspall Suffolk Premier Cru Cyder,400.0,Pieces,United Kingdom,0.5,7.0
965,,Assam Tea / Milk Oolong Tea,250.0,Pieces,,,
4211,,Assorted lemonade BICEP 0.75,1700.0,Liters,,,
521,Snacks,Assorted nuts 100 gr,200.0,100g,Russia,,
519,Snacks,Assorted nuts 100 gr,250.0,Pieces,,,
644,Snacks,Assorted olives,200.0,Pieces,,,
4579,Augustiner,Augustiner Edelstoff 0.5,360.0,Pieces,Germany,0.5,5.6
5222,Augustiner,Augustiner Lagerbier Hell 0.5,360.0,Pieces,Germany,0.5,5.2
2367,Augustiner,Augustiner-Bräu München,,,Germany,,
1082,Aurora,Aurora,400.0,Liters,,1.0,4.5
993,Aurora,Aurora Borealis 111,480.0,Liters,,,
4649,Anderson Valley,Anderson Valley BLACK RICE ALE 30l,800.0,Pieces,USA,1.0,4.0
4647,Anderson Valley,Anderson Valley Mango Hazy Gose 30l,880.0,Pieces,USA,1.0,5.3
4648,Anderson Valley,Anderson Valley Thribble Currant 30l,960.0,Pieces,USA,1.0,10.5
4541,,Axiom,,,Czech,,
4542,Axiom,Axiom Blurricane 0.33,330.0,Pieces,Czech,0.33,6.5
4996,Axiom,Axiom Foo Dogs 0.33,350.0,Pieces,Czech,0.33,7.0
4543,Axiom,Axiom Melipona 0.33,330.0,Pieces,Czech,0.33,6.5
4997,Axiom,Axiom Sour Series Sea Buckthorn BW 0.33,370.0,Pieces,Czech,0.33,3.2
4544,Axiom,Axiom Sour Station 0.33,330.0,Pieces,Czech,0.33,4.5
4545,Axiom,Axiom Tenzing 0.33,330.0,Pieces,Czech,0.33,7.0
1208,,Ayinger,,,Germany,,
3811,Ayinger,Ayinger Altbairisch Dunkel,350.0,Pieces,Germany,0.5,5.0
2369,Ayinger,"Ayinger Bairisch / Bavarian Pils / 5,3%",300.0,Pieces,Germany,0.33,5.0
3812,Ayinger,Ayinger Bavarian Pils,330.0,Pieces,Germany,0.33,5.3
1305,Ayinger,"Ayinger Brau-Weisse / hefeweizen / 5,1% / 0,5",350.0,Pieces,Germany,0.5,5.1
1206,Ayinger,"Ayinger Bräuweisse 5,1%",720.0,Liters,Germany,1.0,5.1
1210,Ayinger,"Ayinger Celebrator / doppelbock / 6,7% / 0,33",350.0,Pieces,Germany,0.33,6.7
1207,Ayinger,"Ayinger Celebrator 6,7%",680.0,Liters,Germany,1.0,6.7
2371,Ayinger,"Ayinger Jahrhundert-Bier / Dortmunder / 5,5% / 0,500",350.0,Pieces,Germany,0.5,5.5
2460,Ayinger,Ayinger Jahrhundert-Bier Barrel,720.0,Liters,Germany,1.0,5.5
3554,Ayinger,Ayinger Lager Helles 0.5,350.0,Pieces,Germany,0.5,4.9
2370,Ayinger,Ayinger Maibock / 6.9%,330.0,Pieces,Germany,0.5,6.9
3814,Ayinger,Ayinger Radler,330.0,Pieces,Germany,0.5,2.6
1209,Ayinger,"Ayinger Urweisse / hefeweizen / 5.8% / 0,5",350.0,Pieces,Germany,0.5,5.8
2459,Ayinger,Ayinger Bajrish Pilz Barrel,720.0,Liters,Germany,1.0,5.3
2461,Ayinger,Ayinger Urvajsse Barrel,720.0,Liters,Germany,1.0,5.8
1026,,B*Day*IPA/ 6.5% / 0.5l,210.0,Pieces,Russia,0.5,7.2
4213,,Bag Walk Against the Stream,1200.0,Pieces,,,
1936,Bakunin,BAKUNIN,,,Russia,,
550,Bakunin,Bakunin,,,Russia,,
1943,Bakunin,Bakunin - Del Ducato Togliatti / red IPA / 0.5,270.0,Pieces,Russia,0.33,7.0
2099,Bakunin,Bakunin & Bottle Share Rupjmaize Bottle,350.0,Pieces,Russia,0.5,11.2
2414,Bakunin,"Bakunin & De Molen Terpenie i Trud 10,6% 0,33",480.0,Pieces,Russia,0.33,10.6
2411,Bakunin,"Bakunin & De Molen Terpenie i Trud 10,6% Barrel",1400.0,Liters,Russia,1.0,10.6
1487,Bakunin,Bakunin & HaandBryggeriet VarangerFjord / 9% RIS,960.0,Liters,Russia,1.0,9.0
1488,Bakunin,Bakunin & HaandBryggeriet VarangerFjord / 9% RIS / 0.33,440.0,Pieces,Russia,0.33,9.0
987,Bakunin,Bakunin & La Pirata Grapefruiting / IPA,300.0,Pieces,Russia,0.5,6.8
2425,Bakunin,"Bakunin & Pinta The Wave NE Pale Ale 4,7% 0,5",400.0,Pieces,Russia,0.5,4.7
2426,Bakunin,"Bakunin & Pinta Warsaw Express 9,3% 0,33",400.0,Pieces,Russia,0.33,9.3
2416,Bakunin,"Bakunin & Sakiskiu Alus Marshmallow IPA 5,5% 0,33",620.0,Pieces,Russia,0.33,5.7
2415,Bakunin,"Bakunin & White Stork Boys Don't Cryo 4,2% 0,33",350.0,Pieces,Russia,0.33,4.2
2413,Bakunin,"Bakunin & White Stork Boys Don't Cryo 4,2% Barrel",960.0,Liters,Russia,1.0,4.2
1692,Bakunin,Bakunin All In: Nelson Sauvin 6%,560.0,Liters,Russia,1.0,4.8
667,Bakunin,Bakunin American IPA Rockets and Bishops,480.0,Liters,Russia,1.0,5.5
4821,Bakunin,Bakunin Asperitas 0.33,300.0,Pieces,Russia,0.33,11.0
1939,Bakunin,"BAKUNIN Black Fuel IIPA 10,5%",600.0,Liters,Russia,1.0,10.5
3780,Bakunin,Bakunin Bloody Simple 0.5,330.0,Pieces,Russia,0.5,5.0
3781,Bakunin,Bakunin Bloody Simple Barrel,600.0,Liters,Russia,1.0,5.0
1944,Bakunin,BAKUNIN Bolt Bulldog Smoked IPA 6.2%,520.0,Liters,Russia,1.0,8.4
5199,Bakunin,Bakunin Bouncin Back 0.5,300.0,Pieces,Russia,0.5,4.7
2205,Bakunin,Bakunin Brlelée Can,300.0,Pieces,Russia,0.5,5.0
2201,Bakunin,Bakunin Can Ringing,300.0,Pieces,Russia,0.5,4.5
3353,Bakunin,BAKUNIN Dancer Barrel20,680.0,Liters,Russia,1.0,12.0
3356,Bakunin,Bakunin Dancer RIS 0.33,330.0,Pieces,Russia,0.33,12.0
2675,Bakunin,Bakunin Datapop 0.5 Can,330.0,Pieces,Russia,0.5,6.0
2672,Bakunin,Bakunin Datapop Barrel,560.0,Liters,Russia,1.0,6.0
5198,Bakunin,Bakunin Dope 0.5,350.0,Pieces,Russia,0.5,6.8
4624,Bakunin,Bakunin Double Barrel Stout,680.0,Liters,Russia,1.0,10.2
4242,Bakunin,Bakunin Ellipse Barrel20,600.0,Liters,Russia,,5.5
3762,Bakunin,Bakunin Fever 0.5,330.0,Pieces,Russia,0.5,7.5
669,Bakunin,Bakunin Fibonacci / double IPA / 8% / 0.5,270.0,Pieces,Russia,0.5,8.0
